city,country,weather,description,temperature_f,feels_like_f,min_temp_f,max_temp_f,pressure,humidity,wind_speed,cloudiness,visibility,recorded_at,sunrise,sunset
Richardson,US,Clouds,overcast clouds,79.66,79.66,77.43,81.57,1017,78,1.34,100,10000,2026-07-08 02:58:09-05:00,2026-07-08 06:25:12-05:00,2026-07-08 20:38:24-05:00
